Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (min),Avg CTAT (min),Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance (km),Driver Ratings,Customer Rating
2025-07-16,02:58:11,BLR202507-003621,Cancelled by Customer,CUST-859993,eBike,Arekere,Manyata Tech Park,,,1,Wrong Address,0,,0,,,,,
2025-07-08,22:40:46,BLR202507-003622,Cancelled by Customer,CUST-269409,Prime SUV,Kundalahalli,BTM Layout,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-31,12:35:11,BLR202507-003623,Success,CUST-120510,Bike,Sarjapur Road,Benson Town,7,17,0,,0,,0,,65.3,5.03,4.48,4.58
2025-07-28,18:50:57,BLR202507-003624,Success,CUST-366229,Bike,Devanahalli,Basavanagudi,6,14,0,,0,,0,,38.72,2.02,5,4.46
2025-07-20,11:17:06,BLR202507-003625,Success,CUST-850246,eBike,Jayanagar,Malleshwaram,9,20,0,,0,,0,,163.48,15.18,4.59,5
2025-07-29,00:10:10,BLR202507-003626,Cancelled by Customer,CUST-568531,Bike,Kengeri,Harlur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-06,19:23:58,BLR202507-003627,Cancelled by Driver,CUST-698782,Prime Plus,Harlur,Electronic City,,,0,,1,Customer related issue,0,,,,,
2025-07-02,09:31:51,BLR202507-003628,Success,CUST-447193,Prime Plus,Horamavu,Uttarahalli,6,12,0,,0,,0,,170.5,3.8,4.81,4.45
2025-07-15,11:56:14,BLR202507-003629,Cancelled by Driver,CUST-896651,Bike,Basavanagudi,Nagawara,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-07,05:30:56,BLR202507-003630,Cancelled by Customer,CUST-614145,eBike,Bellandur,JP Nagar,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-05,12:27:10,BLR202507-003631,Cancelled by Driver,CUST-256489,Auto,Mahadevapura,Sarjapur,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-05,22:46:23,BLR202507-003632,Success,CUST-931765,Prime Sedan,Kundalahalli,Nagawara,9,19,0,,0,,0,,581.08,24.14,4.79,5
2025-07-26,03:35:05,BLR202507-003633,Success,CUST-861380,Prime SUV,Whitefield,Peenya,13,19,0,,0,,0,,660.8,21.1,4.25,4.18
2025-07-07,03:07:26,BLR202507-003634,Success,CUST-281682,Auto,MG Road,Benson Town,13,27,0,,0,,0,,167.1,10.15,4.48,5
2025-07-25,01:45:06,BLR202507-003635,Success,CUST-681131,Mini,Uttarahalli,Mahadevapura,14,21,0,,0,,0,,258.52,12.14,3.67,4.67
2025-07-29,02:04:42,BLR202507-003636,Success,CUST-588219,Bike,Shivajinagar,Shivajinagar,9,16,0,,0,,0,,53.8,3.88,4.62,4.74
2025-07-15,15:59:18,BLR202507-003637,Success,CUST-466281,eBike,Yelahanka,Hoodi,9,16,0,,0,,0,,151.14,15.46,4.27,4.31
2025-07-24,07:46:53,BLR202507-003638,Success,CUST-857118,eBike,KR Puram,Horamavu,4,7,0,,0,,0,,135.93,13.77,4.8,4.87
2025-07-17,00:18:55,BLR202507-003639,Success,CUST-474723,Prime Plus,Frazer Town,Hennur,8,22,0,,0,,0,,655.25,23.81,4.47,5
2025-07-18,07:33:35,BLR202507-003640,Success,CUST-513501,Auto,Sarjapur,Devanahalli,7,20,0,,0,,0,,163.74,9.91,4.41,5
2025-07-02,21:42:37,BLR202507-003641,Cancelled by Driver,CUST-311807,Auto,Ulsoor,Silk Board,,,0,,1,Customer related issue,0,,,,,
2025-07-30,02:55:11,BLR202507-003642,Success,CUST-506691,eBike,Marathahalli,Nagarbhavi,4,10,0,,0,,0,,132.6,13.4,3.37,4.33
2025-07-28,07:17:28,BLR202507-003643,Success,CUST-932830,Bike,Bellandur,Jayanagar,2,7,0,,0,,0,,104.3,8.93,4.05,4.64
2025-07-15,18:10:02,BLR202507-003644,Success,CUST-169634,Prime Sedan,Rajajinagar,Yelahanka,3,11,0,,0,,0,,455.99,16.57,4.93,4.6
2025-07-28,14:27:15,BLR202507-003645,Cancelled by Customer,CUST-863319,Bike,Marathahalli,Koramangala,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-21,18:19:44,BLR202507-003646,Success,CUST-705225,Prime Plus,Devanahalli,Nagawara,12,18,0,,0,,0,,117.7,1.88,4.3,5
2025-07-31,00:20:38,BLR202507-003647,Success,CUST-715387,eBike,Domlur,Horamavu,3,6,0,,0,,0,,87.42,8.38,4.79,4.63
2025-07-01,13:03:18,BLR202507-003648,Success,CUST-196967,Prime Sedan,Hebbal,Bommanahalli,13,23,0,,0,,0,,473.94,19.27,4.45,4.76
2025-07-09,23:20:29,BLR202507-003649,Success,CUST-785511,Prime SUV,Manyata Tech Park,Shivajinagar,9,16,0,,0,,0,,640.08,20.36,3.93,4.87
2025-07-07,09:46:11,BLR202507-003650,Cancelled by Driver,CUST-159442,Bike,Hebbal,Indiranagar,,,0,,1,More than permitted people in there,0,,,,,
2025-07-16,02:17:42,BLR202507-003651,Success,CUST-186662,Prime Plus,Mahadevapura,Kengeri,9,15,0,,0,,0,,638,23.12,4.61,4.17
2025-07-16,00:59:42,BLR202507-003652,Cancelled by Customer,CUST-197443,Bike,Jayanagar,Banashankari,,,1,Wrong Address,0,,0,,,,,
2025-07-02,08:24:40,BLR202507-003653,Incomplete,CUST-764053,Prime Plus,Nagawara,Banashankari,,,0,,0,,1,Customer Demand,,,,
2025-07-07,11:49:49,BLR202507-003654,Success,CUST-265050,Auto,Mahadevapura,Hoodi,7,12,0,,0,,0,,240.3,13.14,3.81,4.53
2025-07-31,20:36:21,BLR202507-003655,Success,CUST-582706,Mini,Arekere,Sarjapur,13,25,0,,0,,0,,219.47,8.38,4.96,4.05
2025-07-22,16:13:35,BLR202507-003656,Success,CUST-246417,Auto,Jayanagar,Uttarahalli,12,18,0,,0,,0,,123.42,7.03,4.77,5
2025-07-25,00:49:37,BLR202507-003657,Incomplete,CUST-882259,eBike,Marathahalli,Jayanagar,,,0,,0,,1,Customer Demand,,,,
2025-07-13,15:10:41,BLR202507-003658,Cancelled by Driver,CUST-522257,Auto,JP Nagar,Malleshwaram,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-04,00:21:08,BLR202507-003659,Success,CUST-747504,eBike,MG Road,Harlur,3,10,0,,0,,0,,55.65,4.85,4.68,5
2025-07-05,03:18:05,BLR202507-003660,Success,CUST-858119,Prime Sedan,Horamavu,Manyata Tech Park,7,19,0,,0,,0,,348.32,13.56,3.75,4.32
2025-07-30,03:37:51,BLR202507-003661,Cancelled by Driver,CUST-654859,Prime SUV,Harlur,Frazer Town,,,0,,1,Customer related issue,0,,,,,
2025-07-30,17:57:29,BLR202507-003662,Cancelled by Customer,CUST-753235,eBike,Nagawara,Yelahanka,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-10,02:14:01,BLR202507-003663,Success,CUST-699663,Prime Plus,Kadubeesanahalli,CV Raman Nagar,6,18,0,,0,,0,,637.25,23.09,4.62,5
2025-07-11,06:01:01,BLR202507-003664,Success,CUST-318525,Bike,Indiranagar,Horamavu,9,12,0,,0,,0,,234.4,21.94,4.16,4.43
2025-07-06,13:15:43,BLR202507-003665,Cancelled by Driver,CUST-577462,eBike,Horamavu,Silk Board,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-05,18:13:35,BLR202507-003666,Success,CUST-901489,Prime SUV,BTM Layout,Malleshwaram,12,25,0,,0,,0,,475.55,12.94,4.42,4.63
2025-07-04,00:15:47,BLR202507-003667,Success,CUST-194477,Prime Sedan,Koramangala,Peenya,8,17,0,,0,,0,,588.34,24.47,5,4.75
2025-07-22,16:10:20,BLR202507-003668,Success,CUST-513960,eBike,Sadashivanagar,JP Nagar,3,9,0,,0,,0,,206.67,21.63,4.47,4.98
2025-07-30,19:40:54,BLR202507-003669,Cancelled by Driver,CUST-453533,Prime SUV,Indiranagar,Nagarbhavi,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-05,17:17:15,BLR202507-003670,Success,CUST-257420,Bike,BTM Layout,CV Raman Nagar,7,18,0,,0,,0,,222.53,18.73,4.49,4.47
2025-07-05,05:42:36,BLR202507-003671,Success,CUST-117946,Prime SUV,Kengeri,Hebbal,4,11,0,,0,,0,,740.6,23.95,4.58,4.95
2025-07-23,23:10:57,BLR202507-003672,Success,CUST-988010,Prime Sedan,Domlur,Nagawara,3,13,0,,0,,0,,541.92,22.36,5,5
2025-07-13,06:42:02,BLR202507-003673,Cancelled by Customer,CUST-980432,Prime SUV,Electronic City,Manyata Tech Park,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-26,11:27:04,BLR202507-003674,Cancelled by Driver,CUST-325043,eBike,Horamavu,Nagarbhavi,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-05,01:45:31,BLR202507-003675,Success,CUST-917070,eBike,Kengeri,Basavanagudi,8,14,0,,0,,0,,166.53,17.17,4.71,4.44
2025-07-27,23:58:34,BLR202507-003676,Incomplete,CUST-117918,Prime SUV,HSR Layout,RT Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-04,16:33:12,BLR202507-003677,Success,CUST-248770,Prime Sedan,Hebbal,Kadubeesanahalli,9,20,0,,0,,0,,552.26,22.83,4.24,4.4
2025-07-30,22:25:54,BLR202507-003678,Incomplete,CUST-476455,Bike,Bellandur,Yeshwanthpur,,,0,,0,,1,Vehicle Breakdown,,,,
2025-07-13,12:12:48,BLR202507-003679,Cancelled by Customer,CUST-421855,Prime SUV,JP Nagar,Yelahanka,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-09,13:30:23,BLR202507-003680,Success,CUST-178589,eBike,Devanahalli,Banashankari,5,9,0,,0,,0,,70.68,6.52,4.54,4.45
2025-07-01,07:25:09,BLR202507-003681,Success,CUST-247687,Mini,Whitefield,Kadubeesanahalli,10,18,0,,0,,0,,100.3,3.35,4.39,4.79
2025-07-04,13:39:11,BLR202507-003682,Success,CUST-479398,Bike,Rajajinagar,Bommanahalli,5,11,0,,0,,0,,105.5,9.05,4.21,4.07
2025-07-08,19:09:07,BLR202507-003683,Success,CUST-684610,Mini,Ulsoor,Whitefield,12,24,0,,0,,0,,321.02,12.64,4.66,4.54
2025-07-06,21:45:37,BLR202507-003684,Success,CUST-728167,Bike,Whitefield,Harlur,6,15,0,,0,,0,,89.5,7.45,5,4.36
2025-07-24,13:48:58,BLR202507-003685,Success,CUST-856597,Auto,Kadubeesanahalli,Kadubeesanahalli,12,19,0,,0,,0,,97.8,5.2,4.04,4.36
2025-07-01,11:27:12,BLR202507-003686,Cancelled by Driver,CUST-532371,Prime Plus,JP Nagar,JP Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-11,14:27:59,BLR202507-003687,Success,CUST-434952,Prime Sedan,Rajajinagar,Mahadevapura,6,17,0,,0,,0,,378.02,14.91,4.74,4.82
2025-07-21,01:11:30,BLR202507-003688,Success,CUST-773228,Auto,RT Nagar,Hoodi,13,26,0,,0,,0,,284.28,18.52,4.2,4.82
2025-07-23,01:51:17,BLR202507-003689,Success,CUST-399322,Auto,Frazer Town,Whitefield,5,15,0,,0,,0,,256,16.5,4.34,4.12
2025-07-04,12:38:54,BLR202507-003690,Cancelled by Customer,CUST-117679,Bike,KR Puram,Kundalahalli,,,1,Wrong Address,0,,0,,,,,
2025-07-19,21:57:36,BLR202507-003691,Cancelled by Customer,CUST-905738,eBike,Harlur,KR Puram,,,1,Wrong Address,0,,0,,,,,
2025-07-29,17:49:22,BLR202507-003692,Success,CUST-925061,Prime Sedan,Kanakapura Road,Electronic City,10,20,0,,0,,0,,263.85,8.63,4.11,4.33
2025-07-12,11:30:23,BLR202507-003693,Success,CUST-564322,Bike,Mahadevapura,Devanahalli,3,6,0,,0,,0,,136.95,10.95,3.98,4.48
2025-07-12,01:59:48,BLR202507-003694,Success,CUST-490038,Prime Sedan,Kadubeesanahalli,Malleshwaram,12,25,0,,0,,0,,132.28,3.74,4.42,4.69
2025-07-31,04:03:40,BLR202507-003695,Success,CUST-358051,Prime Sedan,Bommanahalli,HSR Layout,6,14,0,,0,,0,,563.48,23.34,4.3,4.79
2025-07-05,23:04:46,BLR202507-003696,Cancelled by Customer,CUST-977417,Prime SUV,Benson Town,Arekere,,,1,Wrong Address,0,,0,,,,,
2025-07-01,10:05:43,BLR202507-003697,Success,CUST-215930,Auto,Peenya,Whitefield,12,26,0,,0,,0,,204.6,11.5,4.36,5
2025-07-25,07:39:23,BLR202507-003698,Success,CUST-224266,Prime SUV,Shivajinagar,Jayanagar,3,10,0,,0,,0,,224.56,5.52,4.1,4.03
2025-07-02,10:12:28,BLR202507-003699,Success,CUST-317285,Auto,Manyata Tech Park,Brookefield,10,20,0,,0,,0,,188.74,10.47,4.06,4.41
2025-07-18,12:36:06,BLR202507-003700,Cancelled by Customer,CUST-341016,Auto,Harlur,Kundalahalli,,,1,Change of plans,0,,0,,,,,
2025-07-25,22:39:43,BLR202507-003701,Cancelled by Customer,CUST-194351,Mini,Rajajinagar,Kadubeesanahalli,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-02,08:56:00,BLR202507-003702,Cancelled by Customer,CUST-670816,Auto,Sadashivanagar,HSR Layout,,,1,Change of plans,0,,0,,,,,
2025-07-15,01:27:57,BLR202507-003703,Success,CUST-212619,Prime Plus,Kengeri,Koramangala,7,15,0,,0,,0,,153.75,3.75,4.45,4.69
2025-07-28,08:56:01,BLR202507-003704,Success,CUST-854757,Auto,Sarjapur Road,Thanisandra,6,11,0,,0,,0,,331.5,19.74,4.54,5
2025-07-02,17:24:39,BLR202507-003705,Cancelled by Customer,CUST-585968,Auto,Hebbal,Shivajinagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-14,18:16:21,BLR202507-003706,Success,CUST-574966,Auto,Frazer Town,Whitefield,10,19,0,,0,,0,,67.23,2.58,4.37,4.62
2025-07-15,04:02:17,BLR202507-003707,Success,CUST-847237,Prime Plus,Sarjapur Road,Marathahalli,8,18,0,,0,,0,,434.25,14.97,4.41,4.87
2025-07-02,05:01:41,BLR202507-003708,Success,CUST-952489,Prime SUV,BTM Layout,KR Puram,5,11,0,,0,,0,,617.68,19.56,4.34,4.97
2025-07-17,11:44:54,BLR202507-003709,Cancelled by Customer,CUST-388932,Mini,Silk Board,Hebbal,,,1,Wrong Address,0,,0,,,,,
2025-07-06,03:46:22,BLR202507-003710,Cancelled by Customer,CUST-219753,eBike,Hebbal,Koramangala,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-19,03:49:20,BLR202507-003711,Success,CUST-556231,Prime Plus,Domlur,Yeshwanthpur,8,16,0,,0,,0,,684,24.96,4.47,4.39
2025-07-28,07:18:17,BLR202507-003712,Cancelled by Customer,CUST-653776,eBike,Domlur,Harlur,,,1,Wrong Address,0,,0,,,,,
2025-07-23,03:53:48,BLR202507-003713,Cancelled by Customer,CUST-550347,Bike,Benson Town,Basavanagudi,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-07,03:50:03,BLR202507-003714,Success,CUST-226349,Bike,Indiranagar,Sarjapur Road,5,16,0,,0,,0,,129.1,11.41,4.18,5
2025-07-07,04:22:29,BLR202507-003715,Cancelled by Customer,CUST-803647,Prime SUV,Devanahalli,Hebbal,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-13,02:25:27,BLR202507-003716,Cancelled by Customer,CUST-264190,Prime SUV,Harlur,Benson Town,,,1,Wrong Address,0,,0,,,,,
2025-07-29,15:23:26,BLR202507-003717,Success,CUST-512744,Mini,Banashankari,Marathahalli,7,14,0,,0,,0,,408.64,20.48,4.04,4.87
2025-07-12,15:49:31,BLR202507-003718,Incomplete,CUST-713571,Auto,Sadashivanagar,Frazer Town,,,0,,0,,1,Customer Demand,,,,
2025-07-23,15:00:30,BLR202507-003719,Cancelled by Driver,CUST-995221,Mini,Koramangala,MG Road,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-09,20:17:22,BLR202507-003720,Success,CUST-522559,Mini,Kadubeesanahalli,HSR Layout,14,26,0,,0,,0,,257.97,10.24,3.75,4.33
2025-07-10,08:04:58,BLR202507-003721,Cancelled by Customer,CUST-446377,eBike,Kengeri,Koramangala,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-26,17:06:01,BLR202507-003722,Cancelled by Driver,CUST-222137,Auto,Harlur,Kengeri,,,0,,1,More than permitted people in there,0,,,,,
2025-07-22,00:36:36,BLR202507-003723,Success,CUST-590061,Auto,Benson Town,MG Road,6,11,0,,0,,0,,337.48,22.32,4.83,4.92
2025-07-01,16:40:29,BLR202507-003724,Cancelled by Driver,CUST-885407,eBike,Benson Town,Kengeri,,,0,,1,Customer related issue,0,,,,,
2025-07-18,11:45:37,BLR202507-003725,Success,CUST-905592,Bike,Electronic City,Thanisandra,3,10,0,,0,,0,,122.76,9.66,4.29,3.9
2025-07-19,07:09:17,BLR202507-003726,Cancelled by Customer,CUST-894073,eBike,Thanisandra,Hennur,,,1,Change of plans,0,,0,,,,,
2025-07-19,04:14:59,BLR202507-003727,Success,CUST-103173,Prime Sedan,Frazer Town,Horamavu,3,16,0,,0,,0,,490.88,20.04,4.79,5
2025-07-23,13:42:56,BLR202507-003728,Success,CUST-168974,Prime Sedan,Malleshwaram,MG Road,11,16,0,,0,,0,,324.34,12.47,3.95,4.68
2025-07-09,05:52:37,BLR202507-003729,Success,CUST-740216,Bike,Shivajinagar,MG Road,6,14,0,,0,,0,,67.7,5.27,4.55,4.49
2025-07-26,13:01:11,BLR202507-003730,Cancelled by Customer,CUST-718288,Prime Sedan,Kalyan Nagar,Uttarahalli,,,1,Wrong Address,0,,0,,,,,
2025-07-30,07:04:59,BLR202507-003731,Success,CUST-514187,Prime SUV,Uttarahalli,Sadashivanagar,8,16,0,,0,,0,,154,3,4.28,4.38
2025-07-16,05:21:30,BLR202507-003732,Success,CUST-769915,Prime Plus,Kalyan Nagar,Electronic City,5,15,0,,0,,0,,387.5,13.1,4.94,4.57
2025-07-07,17:12:58,BLR202507-003733,Cancelled by Driver,CUST-585750,Bike,Harlur,Mahadevapura,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-27,01:58:08,BLR202507-003734,Cancelled by Driver,CUST-534714,Mini,Uttarahalli,Peenya,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-04,03:33:42,BLR202507-003735,Success,CUST-530846,Mini,HSR Layout,Banashankari,3,16,0,,0,,0,,359.5,17.75,4.05,4.44
2025-07-07,07:34:41,BLR202507-003736,Success,CUST-608512,Prime Sedan,Whitefield,Basavanagudi,4,14,0,,0,,0,,358.66,14.03,4.05,4.28
2025-07-16,17:17:19,BLR202507-003737,Success,CUST-698755,Prime Sedan,Frazer Town,RT Nagar,12,21,0,,0,,0,,495.34,16.49,4.99,4.75
2025-07-27,12:46:15,BLR202507-003738,Incomplete,CUST-282657,Prime SUV,Bellandur,Kadubeesanahalli,,,0,,0,,1,Customer Demand,,,,
2025-07-07,18:11:50,BLR202507-003739,Cancelled by Customer,CUST-872766,eBike,Shivajinagar,Horamavu,,,1,Change of plans,0,,0,,,,,
2025-07-19,18:14:56,BLR202507-003740,Cancelled by Customer,CUST-696076,Auto,Kanakapura Road,Harlur,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-03,07:10:32,BLR202507-003741,Cancelled by Customer,CUST-846048,Prime SUV,Benson Town,Rajajinagar,,,1,Wrong Address,0,,0,,,,,
2025-07-28,06:54:46,BLR202507-003742,Success,CUST-792398,Prime Plus,Koramangala,Yelahanka,13,20,0,,0,,0,,180.25,4.81,5,4.91
2025-07-15,04:59:45,BLR202507-003743,Success,CUST-153457,Bike,Arekere,Yeshwanthpur,2,11,0,,0,,0,,110.2,9.52,4.94,4.6
2025-07-28,15:34:10,BLR202507-003744,Success,CUST-279860,Auto,Marathahalli,Brookefield,14,23,0,,0,,0,,56.64,2.26,4.21,4.79
2025-07-02,07:24:51,BLR202507-003745,Success,CUST-981881,Prime Plus,Horamavu,Hennur,13,20,0,,0,,0,,604.5,21.78,4.38,4.31
2025-07-26,02:36:52,BLR202507-003746,Success,CUST-792521,eBike,Benson Town,HSR Layout,6,10,0,,0,,0,,194.25,20.25,4.83,4.97
2025-07-28,14:57:12,BLR202507-003747,Cancelled by Driver,CUST-672257,Prime SUV,Marathahalli,Frazer Town,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-22,15:37:04,BLR202507-003748,Success,CUST-835908,Prime SUV,Kanakapura Road,Nagarbhavi,3,14,0,,0,,0,,724.92,23.39,4.72,4.13
2025-07-17,07:14:53,BLR202507-003749,Cancelled by Customer,CUST-724399,Bike,Devanahalli,Kengeri,,,1,Wrong Address,0,,0,,,,,
2025-07-29,09:02:05,BLR202507-003750,Cancelled by Driver,CUST-253727,Auto,Marathahalli,Harlur,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-24,08:03:50,BLR202507-003751,Success,CUST-976903,Bike,Shivajinagar,Hennur,5,9,0,,0,,0,,117.92,9.22,5,4.24
2025-07-19,12:50:05,BLR202507-003752,Cancelled by Driver,CUST-403842,eBike,Shivajinagar,Koramangala,,,0,,1,Personal & Car related issues,0,,,,,
2025-07-18,23:02:31,BLR202507-003753,Success,CUST-518383,Prime Sedan,Silk Board,Yeshwanthpur,10,18,0,,0,,0,,134.92,3.86,4.35,4.51
2025-07-05,04:18:55,BLR202507-003754,Success,CUST-268523,Prime SUV,Jayanagar,Harlur,6,16,0,,0,,0,,398.44,11.73,5,5
2025-07-31,23:34:46,BLR202507-003755,Cancelled by Driver,CUST-473346,Bike,Shivajinagar,Manyata Tech Park,,,0,,1,Customer related issue,0,,,,,
2025-07-19,03:42:26,BLR202507-003756,Success,CUST-561744,Bike,KR Puram,Harlur,7,15,0,,0,,0,,182.3,16.73,4.05,4.59
2025-07-30,20:46:23,BLR202507-003757,Success,CUST-112094,Bike,Malleshwaram,Whitefield,5,12,0,,0,,0,,204.27,17.07,4.22,4.58
2025-07-26,04:50:00,BLR202507-003758,Success,CUST-126941,Prime Sedan,Yeshwanthpur,MG Road,5,19,0,,0,,0,,500.78,20.49,4.56,4.06
2025-07-14,08:34:35,BLR202507-003759,Success,CUST-597347,Prime Sedan,Bommanahalli,Horamavu,9,17,0,,0,,0,,403.48,14.4,4.49,4.33
2025-07-03,11:37:15,BLR202507-003760,Success,CUST-969070,Prime SUV,Malleshwaram,Hebbal,4,14,0,,0,,0,,789.1,23.12,4.12,4.41
2025-07-13,04:02:18,BLR202507-003761,Cancelled by Customer,CUST-690798,Auto,Silk Board,Uttarahalli,,,1,Wrong Address,0,,0,,,,,
2025-07-03,03:19:31,BLR202507-003762,Success,CUST-901751,eBike,Horamavu,Marathahalli,3,6,0,,0,,0,,159.69,16.41,4.9,4.91
2025-07-30,15:01:52,BLR202507-003763,Success,CUST-265497,Bike,Basavanagudi,Mahadevapura,9,13,0,,0,,0,,32,1.7,4.35,4.69
2025-07-27,23:07:00,BLR202507-003764,Success,CUST-719110,Prime Sedan,Rajajinagar,Uttarahalli,13,27,0,,0,,0,,565.02,23.41,4.38,4.68
2025-07-22,13:09:02,BLR202507-003765,Success,CUST-544045,Bike,Shivajinagar,Banashankari,2,13,0,,0,,0,,44.5,2.95,4.08,4.85
2025-07-15,07:23:42,BLR202507-003766,Success,CUST-861481,Prime SUV,Kundalahalli,Kengeri,4,18,0,,0,,0,,174.44,3.73,4.81,4.76
2025-07-31,02:50:24,BLR202507-003767,Cancelled by Customer,CUST-802835,Prime SUV,Bommanahalli,Horamavu,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-07-09,01:31:05,BLR202507-003768,Success,CUST-145230,Bike,Domlur,RT Nagar,4,15,0,,0,,0,,188.3,17.33,4.73,4.09
2025-07-23,12:26:04,BLR202507-003769,Success,CUST-223641,Prime Sedan,Marathahalli,Kengeri,7,17,0,,0,,0,,431.7,17.35,4.95,4.29
2025-07-14,07:20:47,BLR202507-003770,Success,CUST-217957,Prime Sedan,Kadubeesanahalli,MG Road,4,10,0,,0,,0,,323.02,12.41,4.23,5
2025-07-16,03:34:42,BLR202507-003771,Cancelled by Driver,CUST-678654,eBike,Frazer Town,Malleshwaram,,,0,,1,More than permitted people in there,0,,,,,
2025-07-10,04:42:25,BLR202507-003772,Cancelled by Customer,CUST-806942,Prime SUV,Hoodi,Peenya,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-08,15:41:25,BLR202507-003773,Success,CUST-449497,eBike,CV Raman Nagar,Domlur,4,15,0,,0,,0,,236.64,24.96,5,4.57
2025-07-04,09:50:49,BLR202507-003774,Success,CUST-916872,Mini,Kengeri,Horamavu,9,23,0,,0,,0,,219.03,8.84,4.17,4.62
2025-07-22,00:52:39,BLR202507-003775,Success,CUST-772322,Mini,Malleshwaram,BTM Layout,11,18,0,,0,,0,,283.18,13.51,4.15,4.36
2025-07-21,21:29:51,BLR202507-003776,Incomplete,CUST-147361,Bike,Brookefield,Hoodi,,,0,,0,,1,Other Issue,,,,
2025-07-10,17:28:06,BLR202507-003777,Cancelled by Driver,CUST-975651,Bike,CV Raman Nagar,Manyata Tech Park,,,0,,1,The customer was coughing/sick,0,,,,,
2025-07-30,22:13:16,BLR202507-003778,Success,CUST-741522,Mini,Koramangala,Ulsoor,4,15,0,,0,,0,,368.5,18.25,3.75,4.82
2025-07-15,08:50:54,BLR202507-003779,Success,CUST-636556,Prime Sedan,Banashankari,Electronic City,11,24,0,,0,,0,,624.22,22.4,4.97,4.03
2025-07-15,04:10:29,BLR202507-003780,Success,CUST-112179,Prime Plus,Peenya,Sarjapur Road,6,12,0,,0,,0,,345.5,11.42,4.48,4.11
2025-07-04,00:16:12,BLR202507-003781,Success,CUST-504682,Prime Plus,Rajajinagar,Domlur,11,24,0,,0,,0,,682,24.88,4.57,4.15
2025-07-19,08:24:43,BLR202507-003782,Success,CUST-896969,Prime Plus,Hennur,Brookefield,13,21,0,,0,,0,,659.72,21.59,5,5
2025-07-09,17:37:59,BLR202507-003783,Success,CUST-668977,Bike,JP Nagar,Indiranagar,3,9,0,,0,,0,,106.08,7.34,4.03,5
2025-07-17,21:12:57,BLR202507-003784,Success,CUST-701746,Prime SUV,Devanahalli,RT Nagar,10,18,0,,0,,0,,197.12,4.54,4.91,4.43
2025-07-09,20:19:30,BLR202507-003785,Success,CUST-660591,Mini,Yeshwanthpur,Hoodi,9,16,0,,0,,0,,327.52,13.6,5,4.46
2025-07-17,23:15:44,BLR202507-003786,Cancelled by Customer,CUST-339025,Bike,MG Road,Kadubeesanahalli,,,1,Driver asked to cancel,0,,0,,,,,
2025-07-09,08:27:57,BLR202507-003787,Cancelled by Customer,CUST-514385,Mini,Banashankari,Sarjapur,,,1,AC is not working (Only for 4-wheelers),0,,0,,,,,
2025-07-15,00:59:31,BLR202507-003788,Success,CUST-731182,Bike,Electronic City,Kadubeesanahalli,2,5,0,,0,,0,,112,9.7,4.32,4.29
2025-07-01,13:27:16,BLR202507-003789,Success,CUST-753513,Prime SUV,Electronic City,Marathahalli,9,14,0,,0,,0,,508.2,15.65,4.52,4.65
2025-07-10,22:39:10,BLR202507-003790,Success,CUST-177440,Prime Plus,Jayanagar,Kengeri,13,19,0,,0,,0,,565,20.2,5,5
2025-07-29,21:29:33,BLR202507-003791,Success,CUST-893445,eBike,Frazer Town,Domlur,5,11,0,,0,,0,,202.08,21.12,4.43,4.75
2025-07-22,12:29:17,BLR202507-003792,Success,CUST-892189,Bike,Hennur,Rajajinagar,7,15,0,,0,,0,,202.2,18.72,4.34,5
